,Date,timestamp,UserAccelerationX,UserAccelerationY,UserAccelerationZ,AttitudeRoll,AttitudePitch,AttitudeYaw,GravityX,GravityY,GravityZ,RotationRateX,RotationRateY,RotationRateZ
1489,37:52.1,1730438879.0,-0.033156984,-0.133076966,-0.069545031,-1.057994759,9.25e-05,0.036271658,4.54e-05,0.871373415,-0.490620315,-0.875017405,0.30718264,0.087299757
1490,37:52.1,1730438879.0,-0.043162368,-0.10106492,-0.125928998,-1.061803813,0.005156895,0.038761838,0.002512931,0.873235881,-0.487291157,0.018598836,0.172585428,0.149350181
1491,37:52.1,1730438879.0,-0.012955401,-0.080597758,-0.097714186,-1.062576771,0.008342314,0.041190177,0.004059513,0.873612285,-0.486605823,-0.216573462,0.025301164,0.07672552
1492,37:52.1,1730438879.0,0.084717207,0.103438079,-0.01391834,-1.064745459,0.008750454,0.041966292,0.004241527,0.874665558,-0.484708339,-0.176975995,-0.051957671,-0.015198225
1493,37:52.1,1730438879.0,0.070576459,0.160879433,0.170385331,-1.066432812,0.007631851,0.041014103,0.003688058,0.875482261,-0.483236194,-0.151884481,-0.004575242,-0.069051608
1494,37:52.1,1730438879.0,-0.003036855,-0.03843689,0.111335337,-1.067741572,0.006678961,0.039908005,0.003219931,0.876113951,-0.482093364,-0.125221074,0.017265609,-0.039326999
1495,37:52.1,1730438879.0,-0.023608625,-0.051456332,0.031516314,-1.069048299,0.006510597,0.039486502,0.003131307,0.876743197,-0.480948627,-0.135059059,0.02346305,-0.006983706
1496,37:52.1,1730438879.0,-0.010065737,0.006495953,-0.004440874,-1.070256443,0.006730159,0.039326658,0.003229774,0.877323627,-0.47988832,-0.128917843,0.047342818,-0.011987785
1497,37:52.1,1730438879.0,-0.008389542,0.003980458,0.00270462,-1.071588864,0.007101993,0.039140267,0.003399907,0.877962232,-0.478717744,-0.154187515,0.063995562,-0.005565307
1498,37:52.2,1730438879.0,-0.007383721,-0.007863581,-0.003435671,-1.073191654,0.007764911,0.039089273,0.003706326,0.878728449,-0.477307647,-0.18707785,0.078731366,-0.000348813
1499,37:52.2,1730438879.0,-0.001973803,-0.004786015,-0.013719261,-1.075251438,0.008771813,0.039222709,0.00417104,0.879709721,-0.475492746,-0.234595031,0.100299776,0.009558147
1500,37:52.2,1730438879.0,-0.004491327,0.001918912,-0.021760911,-1.077585667,0.010034295,0.039439622,0.004750721,0.880817294,-0.473432511,-0.225026339,0.11359641,-0.003206118
1501,37:52.2,1730438879.0,-0.008234352,0.009177148,-0.021242529,-1.079468671,0.010887949,0.039142263,0.005136799,0.881707251,-0.471768886,-0.158815369,0.108614162,-0.029921619
1502,37:52.2,1730438879.0,-0.004242411,0.023696661,-0.004686117,-1.080746142,0.011283101,0.038397982,0.005310509,0.882309258,-0.470640391,-0.097049423,0.092771553,-0.04577041
1503,37:52.2,1730438879.0,0.005567142,0.06202215,0.015769064,-1.080269831,0.011244581,0.03746816,0.005297104,0.882084966,-0.471060753,0.356141239,0.049143381,-0.023682952
1504,37:52.2,1730438879.0,0.015714601,0.061234832,0.016600966,-1.073785657,0.010181044,0.03688779,0.00485424,0.87901181,-0.476775467,0.688569963,-0.089909576,-0.004429468
1505,37:52.2,1730438879.0,0.042086523,0.078890383,-0.05728668,-1.068528317,0.009217758,0.036589595,0.004437502,0.876492977,-0.481394321,0.411373556,-0.038369425,-0.0282091
1506,37:52.2,1730438879.0,0.04386609,0.087976396,0.011607498,-1.065762989,0.007985005,0.035016076,0.003863397,0.87515837,-0.483821213,0.08949174,0.077167556,-0.104869634
1507,37:52.2,1730438879.0,-0.024390364,-0.177548885,0.066765606,-1.064737912,0.007726385,0.033565238,0.0037452,0.874661922,-0.484719038,0.14059487,0.111305021,-0.03443994
1508,37:52.3,1730438879.0,-0.052807603,-0.165660143,0.049553096,-1.063130351,0.008280136,0.033171985,0.00402525,0.873881519,-0.486122221,0.215440154,0.067704283,-0.006223427
1509,37:52.3,1730438879.0,-0.006495918,0.073077142,0.029164076,-1.060878697,0.008619335,0.033051294,0.004207093,0.872784734,-0.488087416,0.241717309,0.032779589,-0.002978631
1510,37:52.3,1730438879.0,0.022682909,0.112083852,0.026799738,-1.058497185,0.00888591,0.032867515,0.004355662,0.871619821,-0.490163356,0.209515095,0.052289374,-0.008792525
1511,37:52.3,1730438879.0,-0.000792609,0.040220678,0.0129987,-1.056434579,0.009551052,0.032905388,0.004698847,0.870606899,-0.49195677,0.220301703,0.078693815,0.01776718
1512,37:52.3,1730438879.0,-0.018580165,-0.061190665,-0.000910461,-1.054858098,0.01093877,0.0336073,0.005396548,0.869830251,-0.493321687,0.094059564,0.076760359,0.049923148
1513,37:52.3,1730438879.0,-0.013298754,-0.07677573,-0.011591822,-1.054251601,0.012468226,0.03454145,0.006157631,0.869530857,-0.493840247,0.030561021,0.063551083,0.038194854
1514,37:52.3,1730438879.0,0.001463676,0.011133015,-0.007175982,-1.054060534,0.013623213,0.035208174,0.006730269,0.869436502,-0.493998945,0.019244919,0.053976487,0.023941666
1515,37:52.3,1730438879.0,0.007817964,-0.012374461,-0.005961388,-1.054078643,0.014444281,0.035671706,0.007135646,0.869445443,-0.493977487,-0.018210579,0.03254443,0.026242103
1516,37:52.3,1730438879.0,0.008146252,-0.021442056,-0.002463281,-1.054086483,0.015077227,0.036045078,0.007448204,0.869449317,-0.493966103,0.00811903,0.03027435,0.008255381
1517,37:52.3,1730438879.0,0.006123805,0.002868235,1.78e-05,-1.053740682,0.015270054,0.036070632,0.007548043,0.869278431,-0.494265229,0.078356706,0.007364775,-0.003903281
1518,37:52.4,1730438879.0,0.009055685,0.010847747,0.006397903,-1.052231877,0.014824993,0.035744828,0.007347499,0.868531585,-0.495579392,0.238897488,-0.043224365,-0.022541573
1519,37:52.4,1730438879.0,0.018744249,0.031322896,0.032365471,-1.048675851,0.013449655,0.035049993,0.006707398,0.866763592,-0.498674005,0.477809429,-0.110174634,-0.037192956
1520,37:52.4,1730438879.0,0.025418218,0.061130881,0.066085875,-1.042785733,0.01121201,0.034175282,0.00564867,0.863811076,-0.50378418,0.697999835,-0.179126009,-0.031222571
1521,37:52.4,1730438879.0,0.02334707,0.082305908,0.08756876,-1.034762848,0.008781562,0.033535002,0.004484949,0.859741271,-0.51071018,0.897195756,-0.190055892,-0.014949328
1522,37:52.4,1730438879.0,0.007505266,0.066610038,0.079632759,-1.02509107,0.006677614,0.033195955,0.003465797,0.854761481,-0.519009531,1.032737732,-0.174791709,-0.003607776
1523,37:52.4,1730438879.0,-0.006286467,0.027174711,0.06189692,-1.014177057,0.004996236,0.033141881,0.002639595,0.849046052,-0.528312266,1.14742732,-0.148713768,0.008194022
1524,37:52.4,1730438879.0,-0.007150336,0.002069235,0.058868945,-1.002879979,0.003818502,0.03314264,0.002053879,0.843023539,-0.537872791,1.103898048,-0.080805033,0.005353601
1525,37:52.4,1730438879.0,-0.008344339,0.011321723,0.032256901,-0.992402292,0.003596555,0.033354655,0.00196616,0.837341666,-0.546676457,0.995756924,0.005653694,0.023982413
1526,37:52.4,1730438879.0,-0.025382912,-0.003217578,-0.012061477,-0.983140932,0.00447225,0.033921504,0.002479458,0.832242846,-0.554405808,0.880958915,0.067718133,0.047633786
1527,37:52.4,1730438879.0,-0.027048081,-0.044945896,-0.037591577,-0.974790872,0.006024332,0.03465336,0.003381686,0.827584505,-0.561331093,0.78253597,0.117932297,0.038226172
1528,37:52.5,1730438879.0,-0.014262374,-0.059000909,-0.027587056,-0.967655052,0.00765856,0.034697843,0.004344141,0.823557854,-0.5672158,0.64238143,0.215030089,-0.020107178
1529,37:52.5,1730438879.0,-0.013194948,-0.047309339,-0.027635396,-0.961943006,0.010184925,0.034277951,0.005824936,0.820304394,-0.571897686,0.506599605,0.350281656,-0.007340783
1530,37:52.5,1730438879.0,-0.033926517,-0.06225282,-0.061444342,-0.957749147,0.014146567,0.034363667,0.008139132,0.817898571,-0.575304806,0.336831897,0.421227187,0.02932285
1531,37:52.5,1730438879.0,-0.033314697,-0.069682956,-0.055315971,-0.954862822,0.018814722,0.035124636,0.010869015,0.816234469,-0.577618539,0.23633033,0.375693262,0.067178354
1532,37:52.5,1730438879.0,-0.014716396,-0.013949275,-0.005337834,-0.952553884,0.022654434,0.03619959,0.013129476,0.814898431,-0.579455256,0.240153134,0.205589443,0.076162048
1533,37:52.5,1730438879.0,0.019061724,0.045096576,0.033911526,-0.949988146,0.024444343,0.036973425,0.014217679,0.813408613,-0.581518888,0.268892914,0.031096734,0.026375582
1534,37:52.5,1730438879.0,0.053649381,0.057348669,0.058635533,-0.947397227,0.024049297,0.036922637,0.014038583,0.811898768,-0.58362937,0.230945066,-0.082692683,-0.021123493
1535,37:52.5,1730438880.0,0.053614866,0.029246211,0.040154994,-0.945823464,0.02272535,0.036355115,0.013294896,0.810979009,-0.584924221,0.080919892,-0.085733742,-0.031820878
1536,37:52.5,1730438880.0,0.021036915,0.004604995,-0.020220637,-0.945742307,0.021654143,0.035806777,0.012669739,0.810931504,-0.585003912,-0.072649382,-0.039787289,-0.035430312
1537,37:52.5,1730438880.0,-0.009069818,-0.017373085,-0.056271374,-0.947134975,0.021149195,0.035252544,0.012350445,0.811745644,-0.583880544,-0.186374873,0.015469573,-0.036755234
1538,37:52.6,1730438880.0,-0.015198232,-0.035689235,-0.056571364,-0.949054616,0.020514866,0.034495596,0.011948084,0.812865257,-0.582329333,-0.19832252,-0.023787286,-0.06670019
1539,37:52.6,1730438880.0,0.000434374,-0.031754613,-0.023589849,-0.951078252,0.018720565,0.032887328,0.010872376,0.814042211,-0.580703974,-0.191183925,-0.07574369,-0.126252741
1540,37:52.6,1730438880.0,0.027340373,0.015058398,0.008155942,-0.952868673,0.015572127,0.03023209,0.009021306,0.815080822,-0.579277098,-0.173896328,-0.121213175,-0.189022109
1541,37:52.6,1730438880.0,0.03448943,0.044802666,0.002630591,-0.954706233,0.011452624,0.026616409,0.006617737,0.816144049,-0.577810645,-0.17774725,-0.115602694,-0.236769378
1542,37:52.6,1730438880.0,0.02834112,0.044552743,-0.003092468,-0.956064215,0.006842755,0.022414978,0.003946458,0.816927969,-0.576726258,-0.083312914,-0.128945932,-0.24938795
1543,37:52.6,1730438880.0,0.019076329,-0.012416124,0.007297456,-0.956660113,0.001901547,0.018210644,0.001095771,0.817271531,-0.576251924,-0.044572972,-0.1702196,-0.237240195
1544,37:52.6,1730438880.0,0.023384375,-0.027533948,0.028895259,-0.957210078,-0.003008258,0.01423293,-0.001732162,0.817588329,-0.575800776,-0.068860061,-0.150403544,-0.219019532
1545,37:52.6,1730438880.0,0.012054492,-0.006712973,0.032253861,-0.958256924,-0.007086208,0.010713412,-0.004074161,0.818190634,-0.574932694,-0.132405221,-0.08537475,-0.176772207
1546,37:52.6,1730438880.0,-0.017813267,-0.091222823,-0.007279158,-0.959915989,-0.009699124,0.00816574,-0.005563222,0.819143355,-0.573561907,-0.200247154,-0.024135096,-0.11727538
1547,37:52.6,1730438880.0,-0.029782915,-0.135442793,-0.0325073,-0.962127501,-0.011105809,0.006653607,-0.006349904,0.820409894,-0.571740746,-0.245899051,-0.014133327,-0.053585883
1548,37:52.7,1730438880.0,-0.022466579,-0.037284195,-0.021629751,-0.964669435,-0.01190949,0.005969984,-0.006784542,0.821860671,-0.569648325,-0.25233987,-0.03620667,-0.026164645
1549,37:52.7,1730438880.0,-0.007260518,0.063766003,0.006629229,-0.967019052,-0.012717239,0.005548138,-0.007220094,0.823196948,-0.567710102,-0.205214962,-0.059023835,-0.026346805
1550,37:52.7,1730438880.0,0.004669233,0.060934544,0.013822496,-0.968891314,-0.013771407,0.004957516,-0.007797315,0.824258447,-0.566160202,-0.174186066,-0.053994454,-0.039056104
1551,37:52.7,1730438880.0,0.006629511,0.031420231,0.004439592,-0.970489711,-0.014788703,0.004296474,-0.00835377,0.82516247,-0.564833879,-0.150373399,-0.043668047,-0.037114657
1552,37:52.7,1730438880.0,-0.000721424,0.017332852,0.00028789,-0.971793682,-0.015743941,0.003671127,-0.008876367,0.825898349,-0.563749135,-0.125296623,-0.046614036,-0.035637934
1553,37:52.7,1730438880.0,-0.001649047,-0.010391176,0.008497596,-0.97303761,-0.016781627,0.002941176,-0.00944411,0.826599061,-0.562712073,-0.123781018,-0.03849699,-0.046351299
1554,37:52.7,1730438880.0,-0.000885684,-0.034504235,0.010475993,-0.974211907,-0.01789794,0.002095188,-0.010054889,0.827259362,-0.561730266,-0.129732728,-0.04447259,-0.043878499
1555,37:52.7,1730438880.0,-7.44e-05,-0.039099574,0.006418884,-0.975357985,-0.018993957,0.001330176,-0.010652535,0.827902734,-0.56077069,-0.112889022,-0.046089396,-0.035431217
1556,37:52.7,1730438880.0,0.00293747,-0.020898819,0.013653994,-0.976098296,-0.019924211,0.000648106,-0.011161974,0.828317702,-0.560147464,-0.06025796,-0.025083181,-0.034971241
1557,37:52.7,1730438880.0,0.001286445,-0.008498371,0.002744734,-0.976788294,-0.020593514,0.000114096,-0.011525108,0.828704119,-0.559568405,-0.075557552,-0.026847791,-0.019166974
1558,37:52.8,1730438880.0,-0.002098157,0.029557943,-0.021694064,-0.977304921,-0.02132392,-0.00022855,-0.011924687,0.828993142,-0.559131682,-0.008675301,-0.065337121,-0.02613732
1559,37:52.8,1730438880.0,0.008903111,0.078953564,0.008541048,-0.976999565,-0.022677609,-0.000933485,-0.012687305,0.828822315,-0.559368014,0.06841176,-0.087033629,-0.055037413
1560,37:52.8,1730438880.0,0.019333478,0.053002477,0.024333835,-0.976011221,-0.024593843,-0.00208712,-0.0137793,0.828268945,-0.560161412,0.13175568,-0.103346556,-0.077114001
1561,37:52.8,1730438880.0,0.015777893,0.003872275,0.01200062,-0.97453673,-0.026958996,-0.003604256,-0.015137033,0.827441812,-0.561347544,0.157907382,-0.11398083,-0.096001141
1562,37:52.8,1730438880.0,0.011169363,-0.005584121,0.01344347,-0.972928282,-0.029443804,-0.005214821,-0.016570987,0.826537549,-0.562637806,0.157730177,-0.110084087,-0.09050294
1563,37:52.8,1730438880.0,0.005290791,-0.005298197,0.016665876,-0.971364795,-0.031588259,-0.006625545,-0.017818287,0.825656474,-0.563891768,0.138903767,-0.083371252,-0.080770418
1564,37:52.8,1730438880.0,-0.002355078,-0.018651664,0.013382316,-0.970314381,-0.033239795,-0.00780971,-0.018778363,0.825063407,-0.564728081,0.067729563,-0.054279681,-0.061054774
1565,37:52.8,1730438880.0,-0.010352574,-0.035119772,-0.007313192,-0.969997426,-0.034382399,-0.008663597,-0.019432601,0.824884236,-0.564967632,-0.001833531,-0.036156338,-0.038836818
1566,37:52.8,1730438880.0,-0.006940288,-0.029749751,-0.015084922,-0.970188439,-0.035165418,-0.009168001,-0.019869437,0.824992239,-0.564794838,-0.033060785,-0.038026407,-0.017433897
1567,37:52.8,1730438880.0,-0.006858815,-0.015809119,-0.014941335,-0.970576674,-0.035627037,-0.009337546,-0.020118739,0.825211585,-0.564465344,-0.018166259,-0.032691032,-0.006712277
1568,37:52.9,1730438880.0,-0.006038509,0.000992,-0.003351927,-0.970763726,-0.035900689,-0.009343042,-0.020267665,0.825317204,-0.564305544,0.002110941,-0.029693112,-0.004631549
1569,37:52.9,1730438880.0,-0.002646562,0.011279702,0.006286263,-0.970595835,-0.036224235,-0.009313696,-0.020455262,0.825222373,-0.564437389,0.045408882,-0.04884683,-0.00134148
1570,37:52.9,1730438880.0,0.003577808,0.005533695,0.006564975,-0.969855191,-0.036777029,-0.009237966,-0.020789742,0.824803829,-0.565036654,0.109464869,-0.076106682,-0.005870026
1571,37:52.9,1730438880.0,0.012312328,0.011309505,0.022012591,-0.968546991,-0.037688791,-0.009425352,-0.02134555,0.82406348,-0.566095173,0.151739627,-0.076724268,-0.027718334
1572,37:52.9,1730438880.0,0.012087928,0.013889432,0.024160743,-0.96679653,-0.038837772,-0.009971407,-0.022051951,0.823070586,-0.567510962,0.198080629,-0.066168301,-0.045798905
1573,37:52.9,1730438880.0,0.003648996,0.001711965,0.011754274,-0.964518017,-0.040048499,-0.010660979,-0.022814056,0.821774364,-0.569356084,0.230370119,-0.060901631,-0.051461585
1574,37:52.9,1730438880.0,0.000442043,-0.002658069,0.011161447,-0.962229413,-0.041301276,-0.011493567,-0.023604907,0.820468128,-0.571204722,0.206545383,-0.054507911,-0.060604535
1575,37:52.9,1730438880.0,-8.25e-05,0.010395706,0.008684993,-0.960297351,-0.042588982,-0.012423292,-0.024407879,0.819362044,-0.572756588,0.162963554,-0.04781672,-0.058916893
1576,37:52.9,1730438880.0,0.000215298,0.002686441,-0.006158233,-0.958894301,-0.043820301,-0.013361081,-0.025163444,0.818556905,-0.573874056,0.126395971,-0.041542314,-0.059653152
1577,37:52.9,1730438880.0,0.004319647,-0.011946917,-0.01683265,-0.957991881,-0.044958527,-0.014333945,-0.025849812,0.818038225,-0.574582756,0.090918407,-0.035230886,-0.061349582
1578,37:53.0,1730438880.0,0.00582402,-0.002889276,-0.012555301,-0.95707457,-0.046003012,-0.015219992,-0.026484435,0.817510247,-0.575304687,0.116819382,-0.036155537,-0.060007829
1579,37:53.0,1730438880.0,0.008302588,-0.004511356,-0.000983179,-0.955970728,-0.046948866,-0.015887493,-0.027070913,0.816874027,-0.576180518,0.147033215,-0.052099083,-0.048120011
1580,37:53.0,1730438880.0,0.014760161,0.007571101,0.010503948,-0.95444232,-0.047989171,-0.016475094,-0.027730161,0.815991521,-0.577398419,0.205977306,-0.070289537,-0.052705389
1581,37:53.0,1730438880.0,0.010700362,0.033192158,0.015944421,-0.952041721,-0.049379384,-0.017250293,-0.028629448,0.814601421,-0.579314113,0.284220994,-0.092990324,-0.070721678
1582,37:53.0,1730438880.0,0.004801698,0.032292962,0.025212646,-0.948628152,-0.051147351,-0.018154528,-0.029795606,0.812616765,-0.582036376,0.397085935,-0.108213753,-0.072254479
1583,37:53.0,1730438880.0,0.005282987,0.022486985,0.041168571,-0.945379467,-0.052601271,-0.018750697,-0.03078044,0.810719132,-0.584625542,0.278532386,-0.077164225,-0.044615131
1584,37:53.0,1730438880.0,-0.00566427,0.02643615,0.010384858,-0.942782702,-0.053623697,-0.019320716,-0.031490892,0.809196174,-0.586694002,0.251631826,-0.040878918,-0.048805293
1585,37:53.0,1730438880.0,-0.021515023,-0.019297183,-0.007055998,-0.940531422,-0.054163283,-0.019814527,-0.031906005,0.807871401,-0.588494539,0.165413588,-0.001600491,-0.038875166
1586,37:53.0,1730438880.0,-0.016532019,-0.086899817,-0.018586159,-0.939171041,-0.054413531,-0.020040503,-0.032113016,0.807068884,-0.589583397,0.126804844,-0.014466488,-0.006902426
1587,37:53.0,1730438880.0,-0.003754295,-0.013202608,-0.016481876,-0.937807278,-0.05445178,-0.019918795,-0.032195438,0.80626291,-0.590680599,0.148721322,-0.01655787,-0.006756751
1588,37:53.1,1730438880.0,0.009103902,0.011691391,-0.001645327,-0.936223953,-0.054532312,-0.019849253,-0.03231255,0.80532527,-0.591952026,0.189088911,-0.010797718,-0.006155836
1589,37:53.1,1730438880.0,0.004489295,0.001844764,0.008419931,-0.934201208,-0.054474776,-0.019624163,-0.032367114,0.804124475,-0.593579173,0.244674668,-0.018857243,0.003382009
1590,37:53.1,1730438880.0,-0.001737878,-0.00474906,0.009747922,-0.931770111,-0.054370416,-0.019206517,-0.032411311,0.802676916,-0.595532835,0.267011076,-0.028300812,0.015946217
1591,37:53.1,1730438880.0,-0.001264278,0.020437062,0.014340699,-0.929430406,-0.054277306,-0.018591347,-0.032457661,0.801279306,-0.597409487,0.226392537,-0.052012797,0.029022871
1592,37:53.1,1730438880.0,0.006241616,0.043853223,0.010944188,-0.927759114,-0.054357549,-0.017886624,-0.032578308,0.800278246,-0.5987432,0.144319654,-0.076906696,0.04022567
1593,37:53.1,1730438880.0,0.015807986,0.006409168,-0.009730816,-0.926943556,-0.054195104,-0.016806565,-0.032516386,0.799788952,-0.599399984,0.001581674,-0.044583645,0.08835645
1594,37:53.1,1730438880.0,0.015240213,-0.02931571,-0.031208038,-0.92400743,-0.049313433,-0.01218492,-0.02970556,0.798022985,-0.601894379,0.630986094,0.355174154,0.518731415
1595,37:53.1,1730438880.0,0.021405432,0.000190794,-0.079541564,-0.919042263,-0.041841246,-0.005168032,-0.025372738,0.795021057,-0.606051028,0.36436823,-0.06022865,0.257260859
1596,37:53.1,1730438880.0,0.098713502,0.053587258,-0.120223343,-0.915618963,-0.040061977,-0.001397689,-0.024403231,0.792939901,-0.60881108,0.418021202,-0.102200598,0.195219845
1597,37:53.1,1730438880.0,0.044357173,-0.007621825,-0.004547179,-0.911084375,-0.037552529,0.001968105,-0.023010133,0.790168822,-0.612457156,0.390321404,0.041194644,0.16141127
1598,37:53.2,1730438880.0,-0.065758929,-0.00452894,-0.055834651,-0.909003442,-0.035350882,0.004142043,-0.021719731,0.788891733,-0.614148259,0.074016191,0.073452182,0.099469393
1599,37:53.2,1730438880.0,-0.086291477,0.050989747,0.012095332,-0.908966959,-0.033197284,0.005658866,-0.02039801,0.788869321,-0.614222407,-0.033765927,0.128615841,0.083072305
1600,37:53.2,1730438880.0,-0.040228888,-0.060171485,0.079893231,-0.90968886,-0.031257744,0.006689063,-0.01918886,0.78931272,-0.613691449,-0.027966583,0.088857241,0.047153298
1601,37:53.2,1730438880.0,0.007242253,-0.066301823,0.058241248,-0.909484078,-0.030107793,0.007433874,-0.018488001,0.789187014,-0.613874733,0.017469341,0.020812938,0.05079677
1602,37:53.2,1730438880.0,0.034964152,-0.028022289,0.055388987,-0.908920544,-0.029310641,0.008266158,-0.018011671,0.788840771,-0.61433363,0.076158255,0.013436782,0.034032226
1603,37:53.2,1730438880.0,0.015980914,0.03288728,0.041238189,-0.907363787,-0.029126134,0.00833002,-0.017934062,0.787883043,-0.615563691,0.244854853,0.008607938,-0.015329999
1604,37:53.2,1730438880.0,-0.030952366,0.008460402,0.012349606,-0.905849824,-0.028554782,0.008819734,-0.017616393,0.786949813,-0.616765499,0.038683679,0.014565696,0.036120087
1605,37:53.2,1730438880.0,-0.022008063,-0.032400489,-0.020742476,-0.905351901,-0.028021746,0.009307933,-0.017298609,0.786642492,-0.61716646,0.040707413,0.020322118,0.01279133
1606,37:53.2,1730438880.0,-0.014094647,-0.015833378,0.037034035,-0.90474069,-0.028064486,0.00894603,-0.017338475,0.786264956,-0.617646217,0.073170125,0.023422303,-0.041397553
1607,37:53.2,1730438880.0,-0.015505189,-0.061448395,0.049208879,-0.904282105,-0.028703875,0.008091895,-0.017743738,0.785981536,-0.617995441,0.033577442,-0.008661596,-0.059689738
1608,37:53.3,1730438880.0,-0.001687149,-0.066927969,0.039914846,-0.904161412,-0.029800005,0.007102553,-0.018423952,0.785906911,-0.618070304,-0.023969866,-0.040976923,-0.057514474
1609,37:53.3,1730438880.0,-0.004204031,-0.069043756,0.064851046,-0.905041881,-0.030971648,0.006271676,-0.019126663,0.786451042,-0.617356479,-0.156065851,-0.059576973,-0.042296372
1610,37:53.3,1730438880.0,-0.018439053,-0.070507348,0.071694016,-0.907390254,-0.032108218,0.005587715,-0.019768976,0.787899315,-0.615486741,-0.315432131,-0.063577838,-0.035206873
1611,37:53.3,1730438880.0,-0.02878933,-0.093899369,0.043979287,-0.911141383,-0.0332021,0.004748944,-0.020343978,0.79020375,-0.612506509,-0.421499193,-0.021256484,-0.047894973
1612,37:53.3,1730438880.0,-0.035411477,-0.099955797,-0.005581677,-0.914632784,-0.034003477,0.003686337,-0.020740898,0.79233861,-0.609728932,-0.133629903,0.047502875,-0.043723505
1613,37:53.3,1730438880.0,-0.028112877,-0.051069796,-0.051788986,-0.916215302,-0.033304223,0.003192846,-0.020272758,0.793303072,-0.608489275,-0.178223476,0.09434548,-0.061609559
1614,37:53.3,1730438880.0,0.005415503,0.000486672,-0.103935838,-0.917775739,-0.033581094,0.002374888,-0.020399649,0.794252157,-0.607245803,-0.159535021,-0.016354671,-0.025759257
1615,37:53.3,1730438880.0,0.047411546,0.078213632,-0.010229468,-0.919789678,-0.034331269,0.001734672,-0.020800235,0.795474172,-0.605630457,-0.234383166,-0.012810535,-0.034453683
1616,37:53.3,1730438880.0,0.039213642,0.141874731,-0.009240091,-0.922183131,-0.03458473,0.000980708,-0.020887846,0.796922326,-0.603720665,-0.230074808,0.083958618,-0.030000716
1617,37:53.3,1730438880.0,-0.022642586,-0.013040483,-0.02945447,-0.924093258,-0.033840887,0.00053793,-0.020387225,0.798074722,-0.602213562,-0.14294602,0.127679735,-0.004375779
1618,37:53.4,1730438880.0,-0.034871712,-0.113118291,-0.01289624,-0.924997843,-0.032728602,0.00049011,-0.019693749,0.798619449,-0.601514101,-0.036582503,0.094340421,0.006530718
1619,37:53.4,1730438880.0,0.000915818,0.022256792,0.009606898,-0.924771097,-0.032018102,0.000570579,-0.019272162,0.798482955,-0.601708829,0.088048637,0.035130627,0.008290801
1620,37:53.4,1730438880.0,0.020871265,0.128645062,0.023669183,-0.922891189,-0.031756346,0.000654338,-0.019162288,0.797349811,-0.603213131,0.278467685,0.009785055,-0.007275056
1621,37:53.4,1730438880.0,0.018171422,0.102746546,0.038157403,-0.919467641,-0.031816568,0.000623943,-0.019285342,0.795278966,-0.605936944,0.391469628,-0.016479306,-0.012112687
1622,37:53.4,1730438880.0,0.01074394,0.063475907,0.034395337,-0.915241889,-0.032072961,0.000678109,-0.019548291,0.792710066,-0.609285474,0.44544223,-0.045224667,-0.011218505
1623,37:53.4,1730438880.0,0.008895818,0.058988214,0.017155826,-0.910652473,-0.032601961,0.000645368,-0.019988978,0.789903998,-0.612904668,0.465740591,-0.055124167,-0.027821716
1624,37:53.4,1730438880.0,0.008699181,0.045995235,0.012919903,-0.906149467,-0.033481405,0.000267493,-0.020646844,0.787134647,-0.616435528,0.433693111,-0.062987149,-0.049762115
1625,37:53.4,1730438880.0,0.006085424,0.01313442,0.007041216,-0.902141271,-0.03463381,-0.00033072,-0.021466291,0.784656167,-0.619559526,0.366384655,-0.068671934,-0.050091282
1626,37:53.4,1730438880.0,0.006531818,-0.015731931,-0.002754211,-0.898795602,-0.035793989,-0.001052067,-0.022278896,0.782577693,-0.622154176,0.292945623,-0.053716689,-0.059541028
1627,37:53.4,1730438880.0,0.002443796,-0.025520146,-0.007399082,-0.896311204,-0.036882792,-0.001863408,-0.02302791,0.781028569,-0.624070644,0.205453321,-0.041310087,-0.059492294
1628,37:53.4,1730438880.0,-0.002973713,-0.029726386,-0.010077357,-0.894569986,-0.037875164,-0.002696433,-0.023698663,0.779940009,-0.625405371,0.141965389,-0.026037125,-0.057220191
1629,37:53.5,1730438880.0,-0.001010252,-0.036996305,-0.013131559,-0.893411322,-0.038714142,-0.003500239,-0.024258323,0.779214323,-0.626287997,0.091481969,-0.016443886,-0.049358007
1630,37:53.5,1730438880.0,-0.001131646,-0.036763608,-0.012673259,-0.892626556,-0.039334661,-0.004138288,-0.024670981,0.778722227,-0.626883626,0.069543332,-0.012211324,-0.036778461
1631,37:53.5,1730438880.0,-0.001885679,-0.030867875,-0.007270098,-0.891960876,-0.039851448,-0.004602972,-0.025015591,0.778304458,-0.627388656,0.074383095,-0.017967748,-0.029508561
1632,37:53.5,1730438880.0,-0.001548951,-0.021502793,0.002680182,-0.891116807,-0.040394545,-0.004979604,-0.025382839,0.777774215,-0.628031135,0.097591154,-0.032718461,-0.024030494
1633,37:53.5,1730438880.0,0.003168432,-0.000765026,0.011332512,-0.889974894,-0.041045,-0.005280668,-0.025827767,0.777055919,-0.628901482,0.132682025,-0.045268077,-0.02768142
1634,37:53.5,1730438880.0,0.006209508,0.022618949,0.015995622,-0.888582339,-0.041756864,-0.00562343,-0.026320599,0.776178658,-0.629963517,0.139444783,-0.041173197,-0.026509684
